,raceId,driverId,startingPosition,driverStandingsId,points,position,positionText,wins,pit_times,first_lap_ranks,first_lap_change,accident
2116,245,56,8,10306,6.0,8,8,0,[8.40802823 3.93293245 9.02483481],8,0,0
2117,245,22,9,10311,6.0,7,7,0,[11.75102941  8.80885146],9,0,0
2118,245,87,10,10295,3.0,12,12,0,[ 7.96761844 13.53866402  4.67720599],11,1,0
2119,245,44,11,10303,4.0,10,10,0,[ 5.94519093 10.93243993],10,-1,0
2120,245,49,12,10302,4.0,11,11,0,[4.65829285 4.09348846 3.62949966],12,0,0
2121,245,81,13,10309,1.0,13,13,0,[9.13789322 5.17310368],15,2,0
2122,245,84,14,10312,0.0,20,20,0,[ 5.35231414  3.90997039 11.19384686],14,0,0
2123,245,63,15,10296,0.0,14,14,0,[13.21321659  5.67714815],17,2,0
2124,245,79,16,10304,0.0,19,19,0,[13.06303422  3.73731363],13,-3,0
2125,245,94,17,10308,0.0,15,15,0,[3.13355953 8.15184888 6.92878874],18,1,0
2126,245,96,18,10315,0.0,18,18,0,[4.04961102 3.94522889 7.96838877],16,-2,0
2127,245,69,19,10310,0.0,17,17,0,[ 7.45525562 10.622622   10.04689992],22,3,0
2128,245,85,21,10298,0.0,23,23,0,[ 9.49066577 13.43508731],19,-2,0
2129,245,89,22,10316,0.0,22,22,0,[10.24769721 10.00993431],24,2,0
2130,245,64,24,10299,0.0,24,24,0,[ 3.0983337   9.63287971 14.96411161],21,-3,0
2131,246,71,1,10327,35.0,2,2,2,[ 6.36066994  7.46175518 11.33449952],1,0,0
2132,246,30,2,10317,46.0,1,1,4,[14.82893736  9.02841713  4.49507711],2,0,0
2133,246,14,3,10318,13.0,5,5,0,[11.45219623  8.90930327],3,0,0
2134,246,55,4,10321,26.0,3,3,1,[ 5.013814   12.52301566 10.90436148],5,1,0
2135,246,22,5,10338,7.0,7,7,0,[14.58816648  3.42443856 12.52983411],7,2,0
2136,246,44,6,10330,4.0,10,10,0,[11.97496907 12.40000504 10.62997378],6,0,0
2137,246,77,7,10319,17.0,4,4,0,[ 8.21250512 10.84347645],4,-3,0
2138,246,57,8,10320,5.0,9,9,0,[11.56715422  4.79232741],9,1,0
2139,246,84,9,10339,3.0,12,12,0,[ 8.83852304 14.72078586],8,-1,0
2140,246,65,10,10328,12.0,6,6,0,[10.28670767  9.44869928  4.35718999],10,0,0
2141,246,56,11,10333,6.0,8,8,0,[14.93705594 12.13668387 14.09508536],13,2,0
2142,246,49,12,10329,4.0,11,11,0,[12.36645528  8.8190655   4.0291318 ],12,0,0
2143,246,87,13,10322,3.0,13,13,0,[12.47898179  9.3064103  10.29552984],15,2,0
2144,246,63,14,10323,0.0,15,15,0,[9.29624965 9.53592979 9.18519843],14,0,0
2145,246,96,15,10342,0.0,19,19,0,[11.47517813  9.80497562 10.31373403],17,2,0
2146,246,81,16,10336,1.0,14,14,0,[14.63526701  6.42969747 11.06853951],16,0,0
2147,246,69,17,10337,0.0,18,18,0,[6.27813695 6.49156929],11,-6,0
2148,246,89,18,10343,0.0,22,22,0,[13.19706847 12.81505416 10.41019128],18,0,0
2149,246,79,19,10331,0.0,20,20,0,[ 9.41442881 13.94354458  6.71063618],21,2,0
2150,246,94,20,10335,0.0,16,16,0,[7.72149886 4.14687571 8.29609411],20,0,0
2151,246,85,21,10325,0.0,23,23,0,[12.48700888  8.25844625],23,2,0
2152,246,64,23,10326,0.0,24,24,0,[5.8293754  4.04409573 9.72468534],24,1,0
2153,246,90,24,10344,0.0,28,28,0,[5.62116119 9.102801   5.4113606 ],19,-5,0
2154,247,71,1,10355,35.0,2,2,2,[ 8.50530329 10.23463928 13.64901115],3,2,0
2155,247,30,2,10345,46.0,1,1,4,[5.32528355 4.39103983],2,0,0
2156,247,14,3,10346,17.0,5,5,0,[11.86519527  3.80101297],4,1,0
2157,247,77,4,10347,17.0,6,6,0,[13.26251813  5.78435659],1,-3,0
2158,247,65,5,10356,22.0,4,4,1,[12.31681066  9.4098515 ],5,0,0
2159,247,55,6,10349,32.0,3,3,1,[ 4.01098508 10.16562988  8.17501292],6,0,0
2160,247,56,7,10361,6.0,9,9,0,[13.01286957  6.00888071  3.65235658],8,1,0
2161,247,57,8,10348,5.0,10,10,0,[14.61321628  9.55587612],9,1,0
2162,247,22,9,10366,7.0,7,7,0,[9.11968658 4.50679993],11,2,0
2163,247,87,10,10350,5.0,11,11,0,[10.21946912  4.58315385],7,-3,0
2164,247,84,11,10367,3.0,13,13,0,[ 4.00252822 11.23652504],13,2,0
2165,247,49,12,10357,5.0,12,12,0,[9.6960113  3.41560387],10,-2,0
2166,247,44,13,10358,7.0,8,8,0,[ 4.40658411  3.56408784 13.77083813],15,2,0
2167,247,79,14,10359,0.0,20,20,0,[ 4.67994855 13.57149751 12.34914978],14,0,0
2168,247,94,15,10363,0.0,16,16,0,[12.67298233  6.52788129],18,3,0
2169,247,96,16,10370,0.0,17,17,0,[12.5324937   5.02516975  5.43524181],12,-4,0
2170,247,69,18,10365,0.0,18,18,0,[12.81467734  9.31165634 11.74235254],16,-2,0
2171,247,89,19,10371,0.0,22,22,0,[ 8.03046385 12.61334206  3.88131944],19,0,0
2172,247,64,20,10354,0.0,24,24,0,[7.12413182 9.10567005 5.21862913],21,1,0
2173,247,92,21,10373,0.0,26,26,0,[5.21195632 3.67359408 3.86688753],22,1,0
2174,247,90,22,10372,0.0,29,29,0,[13.96092539 14.4823477   7.59262947],23,1,0
2175,247,63,23,10351,0.0,15,15,0,[7.84750384 4.1363246 ],24,1,0
2176,247,85,24,10353,0.0,23,23,0,[12.67681926 13.15778424  6.07613594],20,-4,0
2177,248,71,1,10384,35.0,2,2,2,[10.53446725  8.87004157],3,2,0
2178,248,30,2,10374,56.0,1,1,5,[10.12366596  7.53096565 12.64827987],2,0,0
2179,248,14,3,10375,23.0,5,5,0,[ 5.80030773 12.27771406],1,-2,0
2180,248,77,4,10376,21.0,6,6,0,[7.55593236 4.54146549 9.17601795],4,0,0
2181,248,22,5,10395,7.0,7,7,0,[3.92625164 5.46001125],5,0,0
2182,248,56,6,10390,6.0,9,9,0,[12.86903359  4.17543774 10.69455858],6,0,0
2183,248,57,7,10377,5.0,10,10,0,[ 9.56910434 14.75996188],9,2,0
2184,248,87,8,10379,5.0,11,11,0,[8.01228516 3.35083051],7,-1,0
2185,248,65,9,10385,25.0,4,4,1,[ 5.13449733  9.95496715 10.26415031],10,1,0
2186,248,55,10,10378,32.0,3,3,1,[10.02948054 11.54495142 14.38056917],8,-2,0
2187,248,49,11,10386,5.0,12,12,0,[ 5.08843375 12.8740051   8.59090649],11,0,0
2188,248,44,12,10387,7.0,8,8,0,[11.73266761 13.07149892 11.03958843],13,1,0
2189,248,63,13,10380,0.0,17,17,0,[ 8.99021609 10.85913928],12,-1,0
2190,248,96,14,10399,2.0,14,14,0,[13.67792981 12.58167342],16,2,0
2191,248,69,16,10394,0.0,21,21,0,[ 9.84799098 12.69619174 14.90181612],14,-2,0
2192,248,79,17,10388,0.0,19,19,0,[ 6.01120341 11.03634961],17,0,0
2193,248,88,18,10381,1.0,15,15,0,[12.7699463   8.72066245],19,1,0
2194,248,89,19,10400,0.0,23,23,0,[ 7.81468896 10.4880366 ],18,-1,0
2195,248,94,20,10392,0.0,18,18,0,[12.52088441 10.24548763 13.310358  ],22,2,0
2196,248,64,21,10383,0.0,24,24,0,[10.85437749  5.91350084],20,-1,0
2197,248,90,22,10401,0.0,29,29,0,[5.94246018 5.07197701],23,1,0
2198,248,85,23,10382,0.0,20,20,0,[11.05166797  3.6196242   6.83628797],21,-2,0
2199,249,71,1,10413,45.0,2,2,3,[11.32852827  8.72999868 12.06926127],1,0,0
2200,249,14,2,10404,29.0,4,4,0,[11.02124838 11.94298522],2,0,0
2201,249,30,3,10403,56.0,1,1,5,[11.37596157  8.13664215],4,1,0
2202,249,77,4,10405,25.0,6,6,0,[ 4.28607089 11.48519937 11.43760612],3,-1,0
2203,249,57,5,10406,5.0,11,11,0,[11.6882242  13.92187919],6,1,0
2204,249,55,6,10407,32.0,3,3,1,[7.3984346  5.6283657  3.56923479],5,-1,0
2205,249,56,7,10419,6.0,10,10,0,[ 5.02968005 10.03556948 12.20039564],7,0,0
2206,249,84,8,10425,3.0,13,13,0,[ 8.16621886 14.14058133  3.13002769],9,1,0
2207,249,65,9,10414,28.0,5,5,1,[ 7.48583964  9.02384062 10.80142236],8,-1,0
2208,249,44,10,10416,8.0,7,7,0,[ 8.60670926 10.98778166],11,1,0
2209,249,49,11,10415,7.0,9,9,0,[11.43944659  7.90316239  3.00297754],10,-1,0
2210,249,69,12,10423,0.0,20,20,0,[ 9.97875759  9.61573255 14.31349073],12,0,0
2211,249,87,13,10408,5.0,12,12,0,[ 7.8060942  10.66766854],14,1,0
2212,249,22,14,10424,7.0,8,8,0,[5.0170992  4.35308185 6.80152154],13,-1,0
2213,249,83,15,10432,0.0,24,24,0,[13.0446247  10.138942   13.56359504],15,0,0
2214,249,63,16,10409,0.0,17,17,0,[ 4.54827417  3.93157506 11.25365155],17,1,0
2215,249,79,17,10417,0.0,19,19,0,[11.75682743 14.82596549  3.06070426],18,1,0
2216,249,89,18,10429,0.0,23,23,0,[12.28677967  5.74873538 14.9600207 ],19,1,0
2217,249,96,19,10428,2.0,14,14,0,[10.41111256 11.287966  ],21,2,0
2218,249,90,21,10430,0.0,30,30,0,[8.40628142 7.79676953 4.91811205],16,-5,0
2219,249,85,22,10411,0.0,21,21,0,[10.50471278 10.88795075],22,0,0
2220,249,64,23,10412,0.0,25,25,0,[12.16553037  3.47871276  9.03981241],23,0,0
2221,250,77,1,10435,25.0,6,6,0,[4.68913905 7.3761024 ],1,0,0
2222,250,55,2,10437,32.0,3,3,1,[14.24188396  9.59761932],3,1,0
2223,250,57,3,10436,5.0,13,13,0,[5.69837524 9.55061792],5,2,0
2224,250,65,4,10444,28.0,5,5,1,[ 7.27915386 12.57835509],4,0,0
2225,250,14,5,10434,29.0,4,4,0,[12.58627052  8.63756607],7,2,0
2226,250,87,6,10438,7.0,11,11,0,[13.38911946 11.52408446],6,0,0
2227,250,56,7,10449,6.0,12,12,0,[ 3.02765969  4.6945821  12.12128741],8,1,0
2228,250,71,8,10443,51.0,2,2,3,[10.91934945  7.0871415 ],9,1,0
2229,250,44,9,10446,8.0,9,9,0,[ 9.6834137   6.65974901 10.59702589],2,-7,0
2230,250,49,10,10445,10.0,7,7,0,[6.36209982 8.26957485],10,0,0
2231,250,63,11,10439,0.0,17,17,0,[14.5726741  12.68663103 12.8442243 ],13,2,0
2232,250,22,12,10454,8.0,8,8,0,[14.48827077 10.81738687 13.52435408],12,0,0
2233,250,84,13,10455,7.0,10,10,0,[5.76216225 7.48248364],11,-2,0
2234,250,96,14,10458,2.0,14,14,0,[ 6.03078013 13.14601217],14,0,0
2235,250,79,15,10447,0.0,19,19,0,[ 9.91018866 14.60963621 14.88437565],15,0,0
2236,250,30,16,10433,66.0,1,1,6,[12.25066392 13.62033963],16,0,0
2237,250,83,17,10462,0.0,22,22,0,[12.78203057  3.12060577],19,2,0
2238,250,89,18,10459,0.0,23,23,0,[ 5.97393086 12.81835995],17,-1,0
2239,250,69,19,10453,0.0,20,20,0,[4.3258566  5.31732343],21,2,0
2240,250,85,21,10441,0.0,21,21,0,[ 7.57275348  4.96944688 11.6824916 ],22,1,0
2241,250,90,22,10460,0.0,30,30,0,[11.07904267 13.29050186],18,-4,0
2242,250,64,24,10442,0.0,25,25,0,[13.64204559  8.10535528],24,0,0
2243,251,14,1,10464,29.0,5,5,0,[11.38384394  9.12046917],2,1,0
2244,251,30,2,10463,66.0,1,1,6,[12.48142457  6.43566294  4.98349581],3,1,0
2245,251,77,3,10465,25.0,6,6,0,[ 5.62132869 11.71810299],1,-2,0
2246,251,71,4,10473,51.0,2,2,3,[6.09713857 6.17755458],4,0,0
2247,251,55,5,10467,32.0,4,4,1,[5.14548853 7.61967177 4.27988796],6,1,0
2248,251,22,6,10484,8.0,10,10,0,[11.07365538  3.63953641  6.45031344],7,1,0
2249,251,57,7,10466,11.0,8,8,0,[ 7.42144675 11.04189489 11.07909682],8,1,0
2250,251,65,8,10474,38.0,3,3,2,[11.27614035  4.31233291],5,-3,1
2251,251,87,9,10468,10.0,9,9,0,[ 7.64538949 13.7559805  13.05145285],10,1,0
2252,251,49,10,10475,14.0,7,7,0,[14.69848712 13.37247757  3.92392063],9,-1,0
2253,251,84,11,10485,7.0,12,12,0,[13.36927494 13.29609917],11,0,0
2254,251,56,12,10479,6.0,13,13,0,[14.45023484 14.6351675 ],13,1,0
2255,251,44,13,10476,8.0,11,11,0,[6.47190286 9.92938712],14,1,0
2256,251,96,14,10488,3.0,14,14,0,[10.94665752 10.07446499  5.47908398],12,-2,0
2257,251,97,15,10493,0.0,20,20,0,[14.43103522  6.86082617 11.19607855],17,2,0
2258,251,63,16,10469,2.0,15,15,0,[ 7.63809169  6.47263146 12.37965659],16,0,0
2259,251,79,17,10477,0.0,19,19,0,[11.16043206  7.28458591],18,1,0
2260,251,69,18,10483,0.0,21,21,0,[ 8.23129093  5.02975856 14.74871778],19,1,0
2261,251,83,19,10492,0.0,25,25,0,[ 7.52303839  8.65616709 14.75740108],15,-4,0
2262,251,89,20,10489,0.0,22,22,0,[10.90321006  5.0206404 ],20,0,0
2263,251,85,21,10471,0.0,23,23,0,[10.55941159 13.3351394   6.84369296],21,0,0
2264,251,90,22,10490,0.0,31,31,0,[14.62518893 14.99845072],23,1,0
2265,251,64,23,10472,0.0,24,24,0,[7.39304748 9.43543701],22,-1,0
2266,252,14,1,10495,39.0,3,3,1,[3.63045938 5.38380445],1,0,0
2267,252,71,2,10504,55.0,2,2,3,[11.13717329  6.3051172 ],2,0,0
2268,252,30,3,10494,72.0,1,1,6,[ 9.23034683 10.3853536  11.47507946],3,0,1
2269,252,77,4,10496,28.0,6,6,0,[9.81621288 6.52833277 7.29965116],4,0,0
2270,252,49,5,10506,15.0,7,7,0,[13.55827174  7.20954997  3.23201512],5,0,0
2271,252,65,6,10505,38.0,4,4,2,[3.29541918 3.03729915 4.78290545],6,0,0
2272,252,55,7,10498,34.0,5,5,1,[ 9.71038914 11.7830997  12.38753401],9,2,0
2273,252,22,8,10515,8.0,10,10,0,[6.1781122  6.67741334],8,0,0
2274,252,84,9,10516,7.0,12,12,0,[13.29491306  9.35119619  3.5330657 ],10,1,0
2275,252,56,10,10510,6.0,13,13,0,[12.75983363  5.63420038],11,1,0
2276,252,44,11,10507,8.0,11,11,0,[6.49367576 3.08036099],13,2,0
2277,252,87,12,10499,10.0,9,9,0,[ 4.32528117 11.92701539],12,0,0
2278,252,57,13,10497,11.0,8,8,0,[10.27786249 12.40453115  8.99627919],15,2,0
2279,252,96,14,10519,3.0,14,14,0,[ 6.47598438 12.20211549],7,-7,0
2280,252,63,15,10500,2.0,15,15,0,[3.8576998  6.79917979 7.77041969],16,1,0
2281,252,79,16,10508,0.0,19,19,0,[14.66261332 12.5617786 ],14,-2,0
2282,252,83,17,10523,0.0,25,25,0,[11.69158949 13.1341082 ],17,0,0
2283,252,69,18,10514,0.0,21,21,0,[12.26393119  6.31614815  5.99235242],19,1,0
2284,252,89,19,10520,0.0,22,22,0,[ 6.47596966 11.17456989 10.73325291],20,1,0
2285,252,97,20,10524,0.0,20,20,0,[10.77099231  9.94133897 11.92308849],21,1,0
2286,252,85,21,10502,0.0,23,23,0,[12.92715093 13.75757672],23,2,0
2287,252,64,22,10503,0.0,24,24,0,[9.48510871 3.01687082],22,0,0
2288,252,90,23,10521,0.0,31,31,0,[ 5.84511483  7.67118544 11.21564134],18,-5,0
2289,253,14,1,10526,43.0,3,3,1,[11.94440576 14.06897596],3,2,0
2290,253,71,2,10535,55.0,2,2,3,[12.6299403   3.85971477],2,0,0
2291,253,30,3,10525,82.0,1,1,7,[12.21241213 10.20389348 11.04519608],4,1,0
2292,253,77,4,10527,28.0,6,6,0,[8.52099493 4.61338312],1,-3,0
2293,253,56,5,10541,7.0,13,13,0,[10.34682687 11.80936998],6,1,0
2294,253,55,6,10529,40.0,5,5,1,[11.07520594 14.33485253],7,1,0
2295,253,65,7,10536,40.0,4,4,2,[14.07283109  5.73444535 10.12735778],9,2,0
2296,253,49,8,10537,15.0,7,7,0,[14.75495987  4.21988707],8,0,0
2297,253,57,9,10528,11.0,8,8,0,[11.29091463  9.25690914  6.75474184],5,-4,0
2298,253,87,10,10530,10.0,10,10,0,[10.03639744 14.89095785 11.11944805],10,0,0
2299,253,22,11,10546,11.0,9,9,0,[ 4.51138532 14.6371594 ],12,1,0
2300,253,84,12,10547,7.0,12,12,0,[11.26369672  5.90383572],11,-1,0
2301,253,96,13,10550,3.0,14,14,0,[4.97468045 6.22082488],13,0,0
2302,253,44,14,10538,8.0,11,11,0,[9.01163617 5.33211647],15,1,0
2303,253,63,15,10531,2.0,15,15,0,[10.54357544  3.60145081  5.11862325],17,2,0
2304,253,83,16,10554,0.0,24,24,0,[ 6.62124374  7.37549504 13.26198783],14,-2,0
2305,253,97,17,10555,0.0,20,20,0,[ 8.22714296  3.47808718 12.97586076],16,-1,0
2306,253,69,18,10545,0.0,21,21,0,[10.40326036  8.89106349  4.33881931],18,0,0
2307,253,99,19,10556,0.0,32,32,0,[7.73790267 7.72753515],21,2,0
2308,253,85,20,10533,0.0,23,23,0,[11.33235487  6.4072955   8.10073595],19,-1,0
2309,253,89,21,10551,0.0,22,22,0,[ 8.53550163 13.95186633],23,2,0
2310,253,64,22,10534,0.0,25,25,0,[12.77286776  7.6117933 ],22,0,0
2311,253,90,23,10552,0.0,31,31,0,[6.39399576 8.44965284],20,-3,0
2312,253,98,24,10557,0.0,33,33,0,[ 7.68036103  3.3930002  12.39916491],24,0,0
2313,254,14,1,10559,49.0,3,3,1,[3.25481984 6.0266031 ],3,2,0
2314,254,71,2,10568,59.0,2,2,3,[ 7.26072552 14.33455316],1,-1,0
2315,254,30,3,10558,92.0,1,1,8,[ 6.28855931  3.30304642 14.91882667],5,2,0
2316,254,55,4,10562,42.0,4,4,1,[13.4250289   9.89922262],2,-2,0
2317,254,77,5,10560,31.0,6,6,0,[11.96854088  8.52875551],7,2,0
2318,254,56,6,10574,7.0,13,13,0,[10.82435721 10.36002225],6,0,0
2319,254,65,7,10569,41.0,5,5,2,[4.0520427  6.52345858 9.25383507],8,1,0
2320,254,49,8,10570,15.0,7,7,0,[11.83208836 10.43751486],4,-4,0
2321,254,44,9,10571,8.0,11,11,0,[14.66217367  3.82357807],10,1,0
2322,254,87,10,10563,10.0,10,10,0,[ 7.89179872 11.48309299  9.50898487],11,1,0
2323,254,22,11,10579,11.0,9,9,0,[ 6.37436788 11.11188733 14.71157165],13,2,0
2324,254,76,12,10591,0.0,27,27,0,[4.54738018 7.93750244],9,-3,0
2325,254,88,13,10565,1.0,16,16,0,[11.04269254 10.93560345],12,-1,0
2326,254,83,14,10587,0.0,24,24,0,[5.37380248 3.90243026],14,0,0
2327,254,96,15,10583,3.0,14,14,0,[8.94026994 8.79754881 9.40134648],17,2,0
2328,254,69,16,10578,0.0,21,21,0,[ 4.79278095 10.22044355],16,0,0
2329,254,79,17,10572,0.0,19,19,0,[9.76712671 5.28884628 6.55531775],15,-2,0
2330,254,63,18,10564,2.0,15,15,0,[ 3.41110602 12.82554813],19,1,0
2331,254,81,19,10577,1.0,17,17,0,[ 8.22985895 11.67971589 14.38338836],18,-1,0
2332,254,89,20,10584,0.0,22,22,0,[13.5062438   3.45361293 14.33172868],20,0,0
2333,254,64,21,10567,0.0,25,25,0,[10.77822113  5.83494039],21,0,0
2334,254,90,22,10585,0.0,32,32,0,[11.36149298  6.59577368  7.979332  ],23,1,0
2335,254,85,23,10566,0.0,23,23,0,[10.76354736 11.41424612 10.10493501],24,1,0
2336,254,92,24,10586,0.0,29,29,0,[14.64388088 12.53069357],22,-2,0
2337,255,30,1,10592,102.0,1,1,9,[6.96513037 9.54245785],1,0,0
2338,255,55,2,10596,42.0,5,5,1,[3.52204023 8.49713245],2,0,0
2339,255,57,3,10595,17.0,7,7,0,[9.7772189  4.20588981 7.78829803],5,2,0
2340,255,71,4,10602,59.0,2,2,3,[13.67990226 12.2366125  10.30391198],4,0,0
2341,255,77,5,10594,31.0,6,6,0,[ 5.19502232 14.03100051 14.64384976],6,1,0
2342,255,14,6,10593,49.0,3,3,1,[11.1880314   9.12794069  3.89089952],3,-3,0
2343,255,56,7,10608,10.0,10,10,0,[ 8.32936155 10.53408859],9,2,0
2344,255,49,8,10604,15.0,8,8,0,[ 6.6472132  11.23608051],8,0,0
2345,255,65,9,10603,45.0,4,4,2,[ 5.65092277 11.4758958 ],10,1,0
2346,255,22,10,10613,11.0,9,9,0,[ 4.68495899 14.62031812],7,-3,0
2347,255,44,11,10605,10.0,11,11,0,[ 7.99279169 13.54920517],12,1,0
2348,255,63,12,10598,3.0,14,14,0,[8.44182257 4.6147948 ],13,1,0
2349,255,88,13,10599,1.0,16,16,0,[9.60253416 3.04760705],11,-2,0
2350,255,79,14,10606,0.0,19,19,0,[12.96649594  5.56436152 12.41994743],14,0,0
2351,255,81,15,10611,1.0,17,17,0,[14.73115047  4.5935773 ],16,1,0
2352,255,91,16,10616,0.0,27,27,0,[ 8.61017346 13.30680227 14.60836889],15,-1,0
2353,255,83,17,10621,0.0,24,24,0,[11.4547504   5.53144203],17,0,0
2354,255,69,18,10612,0.0,21,21,0,[12.54584041  7.91048287  7.20680149],19,1,0
2355,255,89,19,10618,0.0,22,22,0,[14.04928455  5.16605784],18,-1,0
2356,255,85,20,10600,0.0,23,23,0,[5.95975505 7.43291842],20,0,0
2357,255,64,21,10601,0.0,25,25,0,[4.59616554 5.0754602 ],23,2,0
2358,255,90,22,10619,0.0,32,32,0,[ 7.86409595 12.52055455  6.14776184],21,-1,0
2359,255,92,23,10620,0.0,30,30,0,[ 5.6720401  10.51291261],22,-1,0
2360,255,87,24,10597,10.0,12,12,0,[8.52812926 5.76170357],24,0,0
2361,256,71,1,10636,69.0,2,2,4,[5.30915321 6.23920106],1,0,0
2362,256,14,2,10627,49.0,3,3,1,[4.84557702 4.19053354],3,1,0
2363,256,30,3,10626,102.0,1,1,9,[9.98683699 5.13008738 5.58021786],5,2,0
2364,256,77,4,10628,31.0,6,6,0,[ 8.58990596 10.9209432   4.38630718],2,-2,0
2365,256,55,5,10630,42.0,5,5,1,[7.85094872 9.63018784],7,2,0
2366,256,49,6,10638,15.0,9,9,0,[7.59926104 6.46837074 7.62302228],6,0,0
2367,256,22,7,10647,11.0,11,11,0,[12.05464338  7.2423978  13.80261069],9,2,0
2368,256,65,8,10637,45.0,4,4,2,[14.41495433 11.53285553  9.4833085 ],8,0,0
2369,256,56,9,10642,10.0,12,12,0,[11.95698663 12.67070042],4,-5,0
2370,256,87,10,10631,13.0,10,10,0,[14.58313507  8.95220996],11,1,0
2371,256,84,11,10648,7.0,13,13,0,[3.4041534  9.45958133 9.11998433],12,1,0
2372,256,44,12,10639,16.0,8,8,0,[ 9.61338559 12.27504138],10,-2,0
2373,256,81,13,10645,5.0,14,14,0,[ 7.67698712 13.283041  ],14,1,0
2374,256,63,14,10632,5.0,15,15,0,[14.82152932  7.42595588],15,1,0
2375,256,69,15,10646,0.0,23,23,0,[5.9120128  4.60189398 9.83709676],16,1,0
2376,256,79,16,10640,0.0,20,20,0,[ 9.15676824 12.86963741  5.9529169 ],13,-3,0
2377,256,83,17,10655,1.0,18,18,0,[ 9.25513409 13.64033825  5.6236283 ],19,2,0
2378,256,91,18,10650,0.0,28,28,0,[13.24712612  8.27287415],18,0,0
2379,256,89,19,10652,0.0,24,24,0,[ 7.18679721 11.21490662],17,-2,0
2380,256,90,20,10653,0.0,32,32,0,[ 4.20860787 11.27803787],20,0,0
2381,256,64,21,10635,0.0,21,21,0,[5.52106913 9.93471498 3.51331004],21,0,0
2382,256,85,22,10634,0.0,25,25,0,[ 4.67987246  7.24892104 12.47549041],23,1,0
2383,256,92,23,10654,0.0,26,26,0,[ 5.2319571  10.74281349  8.50969103],24,1,0
2384,256,57,24,10629,17.0,7,7,0,[4.84806537 5.5743663 ],22,-2,0
2385,257,102,1,66037,0.0,13,13,0,[12.97679719  5.37843905  4.6037523 ],2,1,0
2386,257,30,2,66025,10.0,1,1,1,[ 7.38062182 14.5448705 ],3,1,0
2387,257,55,3,66027,4.0,3,3,0,[12.6148773  13.18779536  6.69358636],5,2,0
2388,257,71,4,66026,6.0,2,2,0,[14.38453812 13.48044887 12.02123755],4,0,0
2389,257,49,5,66044,0.0,20,20,0,[ 3.19329259  8.55270725 10.89927771],1,-4,0
2390,257,81,6,66047,0.0,23,23,0,[ 5.44641458 13.10026099],7,1,0
2391,257,91,7,66030,1.0,6,6,0,[6.20352698 4.67227533],6,-1,0
2392,257,57,8,66045,0.0,21,21,0,[4.40898185 5.86421146],8,0,0
2393,257,50,9,66040,0.0,16,16,0,[13.68657395 10.39164791],10,1,0
2394,257,79,10,66029,2.0,5,5,0,[12.9769145   7.69084505],11,1,0
2395,257,104,11,66043,0.0,19,19,0,[ 6.71107879  4.35349541 13.88096507],12,1,0
2396,257,87,12,66042,0.0,18,18,0,[ 3.29946512 12.28959833],9,-3,0
2397,257,100,13,66033,0.0,9,9,0,[8.24272305 8.03768139],15,2,0
2398,257,22,14,66028,3.0,4,4,0,[8.80373971 4.74584296 6.34677173],13,-1,0
2399,257,94,15,66032,0.0,8,8,0,[ 6.91095137  9.90534579 14.33797422],16,1,0
2400,257,56,16,66039,0.0,15,15,0,[12.05729761 13.85762913  5.39086214],14,-2,0
2401,257,77,17,66048,0.0,24,24,0,[10.80132376  5.03464783 13.67110728],18,1,0
2402,257,84,18,66038,0.0,14,14,0,[4.45889214 7.8527547  3.87198167],19,1,0
2403,257,44,19,66035,0.0,11,11,0,[ 8.1112122  13.03292159  8.11473208],20,1,0
2404,257,103,20,66041,0.0,17,17,0,[11.45402488 14.88190297 12.98447155],21,1,0
2405,257,65,21,66031,0.0,7,7,0,[13.51678201 14.85884031],22,1,0
2406,257,105,22,66046,0.0,22,22,0,[3.41675824 8.30840495],23,1,0
2407,257,106,23,66049,0.0,25,25,0,[6.43413001 8.53383792],24,1,0
2408,257,83,24,66034,0.0,10,10,0,[6.5128176  9.15456627 8.83881858],25,1,0
2409,257,92,25,66050,0.0,26,26,0,[11.07983936 14.28709919],26,1,0
2410,257,101,26,66036,0.0,12,12,0,[13.74982647  4.56430397],17,-9,0
2411,258,102,1,66065,0.0,19,19,0,[14.73472533 11.88634122  8.6652532 ],3,2,0
2412,258,30,2,66053,20.0,1,1,2,[ 4.06880274 13.06830698  6.37208566],2,0,0
2413,258,71,3,66054,6.0,3,3,0,[14.88962518 13.68922956],4,1,0
2414,258,57,4,66073,0.0,26,26,0,[3.59719391 6.56594219 8.75855039],5,1,0
2415,258,77,5,66076,6.0,4,4,0,[11.99656679  3.97105985],1,-4,1
2416,258,84,6,66066,0.0,20,20,0,[ 3.53724856 13.84425052],7,1,0
2417,258,78,7,66082,0.0,28,28,0,[6.90778623 4.2884674  3.33376498],6,-1,0
2418,258,22,8,66056,7.0,2,2,0,[9.46209739 8.93752904],8,0,0
2419,258,104,9,66071,3.0,6,6,0,[14.18294911  3.66364045  5.82240646],9,0,0
2420,258,50,10,66068,0.0,23,23,0,[ 7.2149601  12.17710621 14.82689379],10,0,0
2421,258,49,11,66072,2.0,7,7,0,[ 8.71703539  9.85285695 12.93401442],13,2,0
2422,258,87,12,66070,0.0,24,24,0,[6.05520902 4.57074085],11,-1,0
2423,258,81,13,66075,0.0,18,18,0,[13.85124591  3.66115941  5.97915466],15,2,0
2424,258,79,14,66057,2.0,8,8,0,[12.0107932   5.36663825  3.9053167 ],12,-2,0
